Participant,Item,Preview,Predictability,Condition,FFD,GD
y53wyj,51,I,L,IL,NA,NA
y53wyj,52,I,L,IL,246,246
y53wyj,53,I,L,IL,287,599
y53wyj,58,I,L,IL,190,190
y53wyj,59,I,L,IL,NA,NA
y53wyj,60,I,L,IL,335,516
y53wyj,61,V,L,VL,146,146
y53wyj,62,V,L,VL,NA,NA
y53wyj,63,V,L,VL,NA,NA
y53wyj,64,V,L,VL,245,245
y53wyj,65,V,L,VL,NA,NA
y53wyj,66,V,L,VL,164,164
y53wyj,67,V,L,VL,NA,NA
y53wyj,68,V,L,VL,NA,NA
y53wyj,70,V,L,VL,NA,NA
y53wyj,71,V,L,VL,NA,NA
y53wyj,72,V,L,VL,NA,NA
y53wyj,74,V,L,VL,185,185
y53wyj,75,V,L,VL,NA,NA
y53wyj,76,V,L,VL,247,247
y53wyj,79,V,L,VL,227,227
y54lr,1,V,H,VH,149,149
y54lr,3,V,H,VH,NA,NA
y54lr,5,V,H,VH,169,169
y54lr,6,V,H,VH,282,282
y54lr,7,V,H,VH,148,148
y54lr,9,V,H,VH,263,263
y54lr,10,V,H,VH,206,206
y54lr,11,V,H,VH,NA,NA
y54lr,12,V,H,VH,313,313
y54lr,13,V,H,VH,NA,NA
y54lr,14,V,H,VH,144,144
y54lr,15,V,H,VH,NA,NA
y54lr,16,V,H,VH,NA,NA
y54lr,17,V,H,VH,NA,NA
y54lr,18,V,H,VH,131,131
y54lr,19,V,H,VH,277,277
y54lr,20,V,H,VH,NA,NA
y54lr,22,I,L,IL,250,250
y54lr,23,I,L,IL,NA,NA
y54lr,24,I,L,IL,208,633
y54lr,25,I,L,IL,NA,NA
y54lr,26,I,L,IL,224,224
y54lr,28,I,L,IL,229,229
y54lr,29,I,L,IL,427,427
y54lr,30,I,L,IL,275,275
y54lr,32,I,L,IL,197,197
y54lr,33,I,L,IL,NA,NA
y54lr,34,I,L,IL,356,356
y54lr,35,I,L,IL,190,190
y54lr,36,I,L,IL,NA,NA
y54lr,37,I,L,IL,225,225
y54lr,38,I,L,IL,180,359
y54lr,39,I,L,IL,279,279
y54lr,40,I,L,IL,177,177
y54lr,41,V,L,VL,171,171
y54lr,42,V,L,VL,NA,NA
y54lr,43,V,L,VL,NA,NA
y54lr,44,V,L,VL,183,183
y54lr,45,V,L,VL,234,234
y54lr,46,V,L,VL,NA,NA
y54lr,47,V,L,VL,360,360
y54lr,48,V,L,VL,191,191
y54lr,49,V,L,VL,NA,NA
y54lr,50,V,L,VL,NA,NA
y54lr,51,V,L,VL,227,227
y54lr,52,V,L,VL,229,229
y54lr,53,V,L,VL,285,285
y54lr,54,V,L,VL,142,142
y54lr,55,V,L,VL,156,399
y54lr,56,V,L,VL,NA,NA
y54lr,57,V,L,VL,220,220
y54lr,58,V,L,VL,231,231
y54lr,60,V,L,VL,NA,NA
y54lr,65,I,H,IH,329,329
y54lr,66,I,H,IH,215,215
y54lr,67,I,H,IH,170,170
y54lr,68,I,H,IH,127,127
y54lr,69,I,H,IH,145,145
y54lr,71,I,H,IH,590,590
y54lr,72,I,H,IH,254,254
y54lr,73,I,H,IH,285,285
y54lr,74,I,H,IH,270,270
y54lr,75,I,H,IH,248,248
y54lr,76,I,H,IH,323,323
y54lr,77,I,H,IH,225,225
y54lr,78,I,H,IH,135,135
y54lr,80,I,H,IH,236,236
y55lyr,1,I,L,IL,273,273
y55lyr,2,I,L,IL,174,174
y55lyr,3,I,L,IL,NA,NA
y55lyr,4,I,L,IL,142,142
y55lyr,5,I,L,IL,348,348
y55lyr,6,I,L,IL,162,162
y55lyr,7,I,L,IL,148,258
y55lyr,8,I,L,IL,101,316
y55lyr,9,I,L,IL,261,261
y55lyr,10,I,L,IL,155,155
y55lyr,11,I,L,IL,254,254
y55lyr,12,I,L,IL,286,286
y55lyr,13,I,L,IL,243,243
y55lyr,14,I,L,IL,NA,NA
y55lyr,15,I,L,IL,135,135
y55lyr,16,I,L,IL,184,332
y55lyr,17,I,L,IL,108,108
y55lyr,19,I,L,IL,227,443
y55lyr,20,I,L,IL,394,394
y55lyr,21,V,L,VL,146,146
y55lyr,22,V,L,VL,149,149
y55lyr,23,V,L,VL,145,145
y55lyr,24,V,L,VL,NA,NA
y55lyr,25,V,L,VL,257,257
y55lyr,26,V,L,VL,175,175
y55lyr,27,V,L,VL,146,146
y55lyr,28,V,L,VL,NA,NA
y55lyr,29,V,L,VL,181,181
y55lyr,30,V,L,VL,NA,NA
y55lyr,32,V,L,VL,NA,NA
y55lyr,33,V,L,VL,NA,NA
y55lyr,34,V,L,VL,191,191
y55lyr,36,V,L,VL,173,173
y55lyr,37,V,L,VL,176,176
y55lyr,38,V,L,VL,NA,NA
y55lyr,39,V,L,VL,133,133
y55lyr,40,V,L,VL,NA,NA
y55lyr,42,I,H,IH,469,469
y55lyr,43,I,H,IH,NA,NA
y55lyr,44,I,H,IH,NA,NA
y55lyr,45,I,H,IH,284,438
y55lyr,46,I,H,IH,287,287
y55lyr,47,I,H,IH,234,234
y55lyr,48,I,H,IH,267,267
y55lyr,49,I,H,IH,NA,NA
y55lyr,50,I,H,IH,103,255
y55lyr,51,I,H,IH,NA,NA
y55lyr,52,I,H,IH,NA,NA
y55lyr,53,I,H,IH,414,414
y55lyr,56,I,H,IH,280,280
y55lyr,58,I,H,IH,158,158
y55lyr,59,I,H,IH,NA,NA
y55lyr,60,I,H,IH,NA,NA
y55lyr,61,V,H,VH,180,180
y55lyr,62,V,H,VH,191,191
y55lyr,63,V,H,VH,184,184
y55lyr,64,V,H,VH,NA,NA
y55lyr,66,V,H,VH,261,261
y55lyr,68,V,H,VH,112,112
y55lyr,69,V,H,VH,NA,NA
y55lyr,71,V,H,VH,188,276
y55lyr,72,V,H,VH,170,170
y55lyr,73,V,H,VH,NA,NA
y55lyr,74,V,H,VH,NA,NA
y55lyr,75,V,H,VH,220,220
y55lyr,76,V,H,VH,NA,NA
y55lyr,77,V,H,VH,NA,NA
y55lyr,78,V,H,VH,NA,NA
y55lyr,79,V,H,VH,326,326
y55lyr,80,V,H,VH,215,215
y56,3,V,L,VL,NA,NA
y56,5,V,L,VL,228,228
y56,6,V,L,VL,406,406
y56,7,V,L,VL,231,231
y56,8,V,L,VL,NA,NA
y56,9,V,L,VL,506,506
y56,10,V,L,VL,364,364
y56,12,V,L,VL,239,239
y56,13,V,L,VL,NA,NA
y56,14,V,L,VL,257,257
y56,15,V,L,VL,313,313
y56,16,V,L,VL,NA,NA
y56,17,V,L,VL,226,226
y56,18,V,L,VL,425,425
y56,20,V,L,VL,257,257
y56,22,I,H,IH,496,496
y56,23,I,H,IH,242,242
y56,25,I,H,IH,721,940
y56,26,I,H,IH,269,269
y56,28,I,H,IH,193,376
y56,29,I,H,IH,324,324
y56,30,I,H,IH,307,307
y56,32,I,H,IH,186,407
y56,33,I,H,IH,336,336
y56,34,I,H,IH,379,379
y56,37,I,H,IH,323,323
y56,38,I,H,IH,318,318
y56,39,I,H,IH,719,719
y56,40,I,H,IH,250,250
y56,41,V,H,VH,447,447
y56,43,V,H,VH,237,237
y56,44,V,H,VH,NA,NA
y56,45,V,H,VH,NA,NA
y56,46,V,H,VH,NA,NA
y56,47,V,H,VH,NA,NA
y56,48,V,H,VH,231,231
y56,49,V,H,VH,223,223
y56,50,V,H,VH,602,602
y56,52,V,H,VH,NA,NA
y56,53,V,H,VH,390,390
y56,54,V,H,VH,324,324
y56,56,V,H,VH,NA,NA
y56,58,V,H,VH,NA,NA
y56,59,V,H,VH,242,242
y56,60,V,H,VH,278,278
y56,61,I,L,IL,245,245
y56,63,I,L,IL,321,321
y56,64,I,L,IL,414,414
y56,65,I,L,IL,317,317
y56,66,I,L,IL,258,258
y56,67,I,L,IL,326,326
y56,68,I,L,IL,291,291
y56,69,I,L,IL,562,562
y56,71,I,L,IL,212,212
y56,72,I,L,IL,700,700
y56,74,I,L,IL,422,422
y56,75,I,L,IL,284,284
y56,76,I,L,IL,305,305
y56,77,I,L,IL,330,330
y56,78,I,L,IL,422,422
y56,79,I,L,IL,NA,NA
y56,80,I,L,IL,221,221
y57lyy,1,I,H,IH,NA,NA
y57lyy,3,I,H,IH,NA,NA
y57lyy,7,I,H,IH,NA,NA
y57lyy,9,I,H,IH,NA,NA
y57lyy,11,I,H,IH,312,312
y57lyy,13,I,H,IH,NA,NA
y57lyy,14,I,H,IH,NA,NA
y57lyy,15,I,H,IH,280,280
y57lyy,16,I,H,IH,NA,NA
y57lyy,20,I,H,IH,212,212
y57lyy,24,V,H,VH,NA,NA
y57lyy,26,V,H,VH,NA,NA
y57lyy,27,V,H,VH,NA,NA
y57lyy,28,V,H,VH,NA,NA
y57lyy,29,V,H,VH,206,206
y57lyy,30,V,H,VH,248,248
y57lyy,31,V,H,VH,NA,NA
y57lyy,32,V,H,VH,NA,NA
y57lyy,33,V,H,VH,198,198
y57lyy,34,V,H,VH,NA,NA
y57lyy,35,V,H,VH,NA,NA
y57lyy,36,V,H,VH,NA,NA
y57lyy,38,V,H,VH,NA,NA
y57lyy,39,V,H,VH,NA,NA
y57lyy,40,V,H,VH,154,154
y57lyy,42,I,L,IL,398,398
y57lyy,44,I,L,IL,468,468
y57lyy,46,I,L,IL,266,266
y57lyy,47,I,L,IL,458,458
y57lyy,48,I,L,IL,NA,NA
y57lyy,49,I,L,IL,286,286
y57lyy,51,I,L,IL,162,162
y57lyy,52,I,L,IL,NA,NA
y57lyy,54,I,L,IL,312,312
y57lyy,55,I,L,IL,190,190
y57lyy,56,I,L,IL,306,306
y57lyy,58,I,L,IL,NA,NA
y57lyy,59,I,L,IL,456,456
y57lyy,60,I,L,IL,238,238
y57lyy,62,V,L,VL,NA,NA
y57lyy,63,V,L,VL,224,224
y57lyy,64,V,L,VL,NA,NA
y57lyy,65,V,L,VL,158,158
y57lyy,66,V,L,VL,142,142
y57lyy,67,V,L,VL,NA,NA
y57lyy,68,V,L,VL,NA,NA
y57lyy,69,V,L,VL,142,142
y57lyy,72,V,L,VL,NA,NA
y57lyy,73,V,L,VL,238,238
y57lyy,74,V,L,VL,NA,NA
y57lyy,75,V,L,VL,NA,NA
y57lyy,76,V,L,VL,NA,NA
y57lyy,77,V,L,VL,218,218
y57lyy,78,V,L,VL,NA,NA
y57lyy,79,V,L,VL,NA,NA
y58mde,2,V,H,VH,NA,NA
y58mde,3,V,H,VH,178,178
y58mde,4,V,H,VH,237,237
y58mde,6,V,H,VH,NA,NA
y58mde,7,V,H,VH,NA,NA
y58mde,8,V,H,VH,251,455
y58mde,10,V,H,VH,158,158
y58mde,11,V,H,VH,188,188
y58mde,13,V,H,VH,167,167
y58mde,14,V,H,VH,265,265
y58mde,17,V,H,VH,171,171
y58mde,18,V,H,VH,327,327
y58mde,19,V,H,VH,157,157
y58mde,20,V,H,VH,NA,NA
y58mde,21,I,L,IL,255,560
y58mde,22,I,L,IL,185,406
y58mde,23,I,L,IL,230,412
y58mde,24,I,L,IL,258,258
y58mde,26,I,L,IL,290,399
y58mde,28,I,L,IL,357,357
y58mde,29,I,L,IL,295,535
y58mde,32,I,L,IL,193,460
y58mde,33,I,L,IL,499,499
y58mde,34,I,L,IL,393,720
y58mde,35,I,L,IL,192,709
y58mde,36,I,L,IL,156,156
y58mde,37,I,L,IL,NA,NA
y58mde,38,I,L,IL,NA,NA
y58mde,39,I,L,IL,215,410
y58mde,40,I,L,IL,191,191
y58mde,41,V,L,VL,152,293
y58mde,43,V,L,VL,NA,NA
y58mde,44,V,L,VL,217,217
y58mde,45,V,L,VL,192,192
y58mde,46,V,L,VL,233,435
y58mde,48,V,L,VL,NA,NA
y58mde,49,V,L,VL,134,134
y58mde,50,V,L,VL,222,222
y58mde,51,V,L,VL,NA,NA
y58mde,52,V,L,VL,177,177
y58mde,53,V,L,VL,210,210
y58mde,55,V,L,VL,377,377
y58mde,58,V,L,VL,112,112
y58mde,59,V,L,VL,177,177
y58mde,60,V,L,VL,253,253
y58mde,61,I,H,IH,214,491
y58mde,62,I,H,IH,463,463
y58mde,64,I,H,IH,323,323
y58mde,65,I,H,IH,241,241
y58mde,66,I,H,IH,NA,NA
y58mde,67,I,H,IH,266,266
y58mde,68,I,H,IH,485,485
y58mde,69,I,H,IH,235,235
y58mde,71,I,H,IH,296,296
y58mde,73,I,H,IH,362,362
y58mde,75,I,H,IH,276,276
y58mde,76,I,H,IH,197,197
y58mde,78,I,H,IH,173,531
y58mde,79,I,H,IH,267,267
y58mde,80,I,H,IH,248,356
y59hxy,1,I,L,IL,314,314
y59hxy,4,I,L,IL,260,260
y59hxy,7,I,L,IL,221,221
y59hxy,8,I,L,IL,NA,NA
y59hxy,10,I,L,IL,NA,NA
y59hxy,11,I,L,IL,173,173
y59hxy,13,I,L,IL,245,357
y59hxy,15,I,L,IL,164,164
y59hxy,17,I,L,IL,230,683
y59hxy,18,I,L,IL,276,497
y59hxy,20,I,L,IL,327,327
y59hxy,21,V,L,VL,164,164
y59hxy,23,V,L,VL,148,148
y59hxy,26,V,L,VL,80,80
y59hxy,27,V,L,VL,NA,NA
y59hxy,28,V,L,VL,NA,NA
y59hxy,30,V,L,VL,251,251
y59hxy,31,V,L,VL,NA,NA
y59hxy,32,V,L,VL,549,549
y59hxy,33,V,L,VL,NA,NA
y59hxy,34,V,L,VL,NA,NA
y59hxy,36,V,L,VL,176,176
y59hxy,37,V,L,VL,277,277
y59hxy,39,V,L,VL,NA,NA
y59hxy,40,V,L,VL,180,180
y59hxy,43,I,H,IH,254,254
y59hxy,45,I,H,IH,282,282
y59hxy,46,I,H,IH,234,234
y59hxy,48,I,H,IH,NA,NA
y59hxy,49,I,H,IH,NA,NA
y59hxy,50,I,H,IH,307,307
y59hxy,51,I,H,IH,498,498
y59hxy,52,I,H,IH,201,201
y59hxy,53,I,H,IH,352,352
y59hxy,57,I,H,IH,257,257
y59hxy,58,I,H,IH,NA,NA
y59hxy,61,V,H,VH,242,242
y59hxy,62,V,H,VH,128,128
y59hxy,63,V,H,VH,NA,NA
y59hxy,64,V,H,VH,NA,NA
y59hxy,67,V,H,VH,157,157
y59hxy,68,V,H,VH,NA,NA
y59hxy,70,V,H,VH,NA,NA
y59hxy,71,V,H,VH,229,229
y59hxy,72,V,H,VH,209,209
y59hxy,74,V,H,VH,NA,NA
y59hxy,75,V,H,VH,211,211
y59hxy,77,V,H,VH,117,117
y59hxy,78,V,H,VH,NA,NA
y59hxy,79,V,H,VH,283,283
y6,1,V,H,VH,NA,NA
y6,3,V,H,VH,NA,NA
y6,4,V,H,VH,253,253
y6,5,V,H,VH,NA,NA
y6,6,V,H,VH,331,331
y6,7,V,H,VH,NA,NA
y6,9,V,H,VH,363,363
y6,10,V,H,VH,NA,NA
y6,11,V,H,VH,307,307
y6,12,V,H,VH,282,282
y6,13,V,H,VH,246,246
y6,14,V,H,VH,NA,NA
y6,15,V,H,VH,NA,NA
y6,16,V,H,VH,NA,NA
y6,17,V,H,VH,472,472
y6,19,V,H,VH,NA,NA
y6,20,V,H,VH,NA,NA
y6,22,I,L,IL,290,290
y6,23,I,L,IL,NA,NA
y6,24,I,L,IL,394,394
y6,26,I,L,IL,241,241
y6,28,I,L,IL,238,238
y6,29,I,L,IL,335,335
y6,30,I,L,IL,NA,NA
y6,31,I,L,IL,133,545
y6,32,I,L,IL,172,172
y6,33,I,L,IL,244,244
y6,34,I,L,IL,314,314
y6,35,I,L,IL,374,374
y6,37,I,L,IL,343,343
y6,38,I,L,IL,NA,NA
y6,39,I,L,IL,220,220
y6,40,I,L,IL,306,306
y6,41,V,L,VL,NA,NA
y6,42,V,L,VL,269,269
y6,43,V,L,VL,NA,NA
y6,44,V,L,VL,316,316
y6,45,V,L,VL,NA,NA
y6,46,V,L,VL,NA,NA
y6,47,V,L,VL,599,599
y6,48,V,L,VL,272,272
y6,49,V,L,VL,NA,NA
y6,50,V,L,VL,208,208
y6,51,V,L,VL,NA,NA
y6,52,V,L,VL,339,339
y6,53,V,L,VL,NA,NA
y6,54,V,L,VL,384,384
y6,55,V,L,VL,358,358
y6,56,V,L,VL,NA,NA
y6,58,V,L,VL,NA,NA
y6,59,V,L,VL,302,302
y6,60,V,L,VL,NA,NA
y6,61,I,H,IH,189,189
y6,62,I,H,IH,NA,NA
y6,63,I,H,IH,NA,NA
y6,64,I,H,IH,222,222
y6,65,I,H,IH,NA,NA
y6,66,I,H,IH,328,328
y6,67,I,H,IH,NA,NA
y6,68,I,H,IH,NA,NA
y6,69,I,H,IH,269,269
y6,70,I,H,IH,235,440
y6,71,I,H,IH,213,213
y6,72,I,H,IH,NA,NA
y6,73,I,H,IH,NA,NA
y6,74,I,H,IH,NA,NA
y6,75,I,H,IH,NA,NA
y6,76,I,H,IH,NA,NA
y6,77,I,H,IH,413,413
y6,78,I,H,IH,NA,NA
y6,79,I,H,IH,271,271
y6,80,I,H,IH,457,457
y60wzy,1,V,L,VL,411,411
y60wzy,3,V,L,VL,NA,NA
y60wzy,6,V,L,VL,NA,NA
y60wzy,7,V,L,VL,285,285
y60wzy,8,V,L,VL,NA,NA
y60wzy,9,V,L,VL,NA,NA
y60wzy,10,V,L,VL,NA,NA
y60wzy,11,V,L,VL,158,158
y60wzy,13,V,L,VL,NA,NA
y60wzy,14,V,L,VL,326,326
y60wzy,15,V,L,VL,293,293
y60wzy,16,V,L,VL,413,413
y60wzy,17,V,L,VL,238,238
y60wzy,18,V,L,VL,331,331
y60wzy,19,V,L,VL,244,244
y60wzy,20,V,L,VL,NA,NA
y60wzy,21,I,H,IH,258,258
y60wzy,22,I,H,IH,321,321
y60wzy,23,I,H,IH,199,199
y60wzy,25,I,H,IH,281,281
y60wzy,26,I,H,IH,NA,NA
y60wzy,27,I,H,IH,750,750
y60wzy,28,I,H,IH,NA,NA
y60wzy,29,I,H,IH,264,264
y60wzy,30,I,H,IH,NA,NA
y60wzy,31,I,H,IH,238,238
y60wzy,32,I,H,IH,NA,NA
y60wzy,33,I,H,IH,358,358
y60wzy,34,I,H,IH,NA,NA
y60wzy,35,I,H,IH,NA,NA
y60wzy,38,I,H,IH,360,360
y60wzy,39,I,H,IH,227,227
y60wzy,40,I,H,IH,339,339
y60wzy,41,V,H,VH,334,334
y60wzy,42,V,H,VH,218,218
y60wzy,43,V,H,VH,157,157
y60wzy,44,V,H,VH,157,157
y60wzy,45,V,H,VH,NA,NA
y60wzy,46,V,H,VH,NA,NA
y60wzy,47,V,H,VH,328,328
y60wzy,48,V,H,VH,216,216
y60wzy,49,V,H,VH,NA,NA
y60wzy,50,V,H,VH,NA,NA
y60wzy,51,V,H,VH,169,169
y60wzy,52,V,H,VH,260,260
y60wzy,53,V,H,VH,NA,NA
y60wzy,55,V,H,VH,232,232
y60wzy,56,V,H,VH,226,226
y60wzy,57,V,H,VH,NA,NA
y60wzy,58,V,H,VH,109,109
y60wzy,59,V,H,VH,196,196
y60wzy,60,V,H,VH,259,259
y60wzy,61,I,L,IL,137,137
y60wzy,62,I,L,IL,NA,NA
y60wzy,63,I,L,IL,NA,NA
y60wzy,64,I,L,IL,NA,NA
y60wzy,67,I,L,IL,704,704
y60wzy,68,I,L,IL,163,163
y60wzy,69,I,L,IL,201,201
y60wzy,72,I,L,IL,330,330
y60wzy,73,I,L,IL,213,395
y60wzy,74,I,L,IL,132,132
y60wzy,75,I,L,IL,NA,NA
y60wzy,76,I,L,IL,NA,NA
y60wzy,77,I,L,IL,NA,NA
y60wzy,78,I,L,IL,NA,NA
y60wzy,79,I,L,IL,249,249
y61lsy,1,I,H,IH,NA,NA
y61lsy,2,I,H,IH,NA,NA
y61lsy,3,I,H,IH,NA,NA
y61lsy,4,I,H,IH,271,271
y61lsy,6,I,H,IH,NA,NA
y61lsy,7,I,H,IH,193,369
y61lsy,8,I,H,IH,138,369
y61lsy,10,I,H,IH,293,293
y61lsy,11,I,H,IH,202,202
y61lsy,12,I,H,IH,NA,NA
y61lsy,13,I,H,IH,NA,NA
y61lsy,15,I,H,IH,NA,NA
y61lsy,16,I,H,IH,293,293
y61lsy,17,I,H,IH,158,158
y61lsy,18,I,H,IH,172,172
y61lsy,19,I,H,IH,NA,NA
y61lsy,20,I,H,IH,232,232
y61lsy,22,V,H,VH,143,143
y61lsy,23,V,H,VH,NA,NA
y61lsy,25,V,H,VH,NA,NA
y61lsy,28,V,H,VH,NA,NA
y61lsy,29,V,H,VH,83,83
y61lsy,31,V,H,VH,383,383
y61lsy,32,V,H,VH,NA,NA
y61lsy,35,V,H,VH,195,195
y61lsy,36,V,H,VH,NA,NA
y61lsy,37,V,H,VH,NA,NA
y61lsy,39,V,H,VH,NA,NA
y61lsy,40,V,H,VH,385,385
y61lsy,41,I,L,IL,360,360
y61lsy,42,I,L,IL,148,485
y61lsy,43,I,L,IL,NA,NA
y61lsy,44,I,L,IL,NA,NA
y61lsy,45,I,L,IL,NA,NA
y61lsy,46,I,L,IL,165,165
y61lsy,47,I,L,IL,308,308
y61lsy,48,I,L,IL,181,181
y61lsy,49,I,L,IL,NA,NA
y61lsy,51,I,L,IL,175,294
y61lsy,52,I,L,IL,197,197
y61lsy,53,I,L,IL,372,372
y61lsy,55,I,L,IL,194,194
y61lsy,56,I,L,IL,107,107
y61lsy,58,I,L,IL,NA,NA
y61lsy,59,I,L,IL,285,285
y61lsy,61,V,L,VL,227,227
y61lsy,62,V,L,VL,166,166
y61lsy,63,V,L,VL,194,194
y61lsy,64,V,L,VL,NA,NA
y61lsy,65,V,L,VL,NA,NA
y61lsy,66,V,L,VL,NA,NA
y61lsy,67,V,L,VL,NA,NA
y61lsy,68,V,L,VL,119,119
y61lsy,69,V,L,VL,NA,NA
y61lsy,71,V,L,VL,NA,NA
y61lsy,72,V,L,VL,NA,NA
y61lsy,73,V,L,VL,126,126
y61lsy,74,V,L,VL,NA,NA
y61lsy,75,V,L,VL,124,124
y61lsy,76,V,L,VL,85,85
y61lsy,78,V,L,VL,NA,NA
y61lsy,79,V,L,VL,NA,NA
y62hxr,1,V,H,VH,215,215
y62hxr,2,V,H,VH,NA,NA
y62hxr,3,V,H,VH,NA,NA
y62hxr,6,V,H,VH,NA,NA
y62hxr,7,V,H,VH,277,277
y62hxr,9,V,H,VH,189,189
y62hxr,12,V,H,VH,339,339
y62hxr,13,V,H,VH,NA,NA
y62hxr,16,V,H,VH,264,264
y62hxr,17,V,H,VH,NA,NA
y62hxr,18,V,H,VH,NA,NA
y62hxr,19,V,H,VH,NA,NA
y62hxr,20,V,H,VH,166,166
y62hxr,22,I,L,IL,153,321
y62hxr,23,I,L,IL,NA,NA
y62hxr,24,I,L,IL,117,117
y62hxr,25,I,L,IL,170,170
y62hxr,27,I,L,IL,194,466
y62hxr,28,I,L,IL,NA,NA
y62hxr,29,I,L,IL,212,373
y62hxr,30,I,L,IL,NA,NA
y62hxr,31,I,L,IL,246,407
y62hxr,32,I,L,IL,NA,NA
y62hxr,36,I,L,IL,NA,NA
y62hxr,37,I,L,IL,NA,NA
y62hxr,38,I,L,IL,321,321
y62hxr,39,I,L,IL,484,484
y62hxr,40,I,L,IL,NA,NA
y62hxr,41,V,L,VL,NA,NA
y62hxr,42,V,L,VL,NA,NA
y62hxr,43,V,L,VL,NA,NA
y62hxr,44,V,L,VL,172,172
y62hxr,45,V,L,VL,283,283
y62hxr,46,V,L,VL,NA,NA
y62hxr,47,V,L,VL,NA,NA
y62hxr,48,V,L,VL,235,235
y62hxr,49,V,L,VL,239,239
y62hxr,50,V,L,VL,324,324
y62hxr,51,V,L,VL,NA,NA
y62hxr,52,V,L,VL,NA,NA
y62hxr,53,V,L,VL,NA,NA
y62hxr,54,V,L,VL,NA,NA
y62hxr,55,V,L,VL,332,332
y62hxr,56,V,L,VL,157,157
y62hxr,57,V,L,VL,NA,NA
y62hxr,58,V,L,VL,NA,NA
y62hxr,61,I,H,IH,NA,NA
y62hxr,63,I,H,IH,237,673
y62hxr,64,I,H,IH,NA,NA
y62hxr,65,I,H,IH,203,436
y62hxr,67,I,H,IH,NA,NA
y62hxr,69,I,H,IH,NA,NA
y62hxr,71,I,H,IH,209,448
y62hxr,72,I,H,IH,NA,NA
y62hxr,73,I,H,IH,NA,NA
y62hxr,74,I,H,IH,183,183
y62hxr,75,I,H,IH,NA,NA
y62hxr,76,I,H,IH,98,98
y62hxr,77,I,H,IH,NA,NA
y62hxr,78,I,H,IH,NA,NA
y62hxr,79,I,H,IH,129,129
y63cjy,1,I,L,IL,NA,NA
y63cjy,3,I,L,IL,NA,NA
y63cjy,4,I,L,IL,139,139
y63cjy,6,I,L,IL,286,286
y63cjy,7,I,L,IL,653,653
y63cjy,10,I,L,IL,221,221
y63cjy,11,I,L,IL,124,124
y63cjy,13,I,L,IL,NA,NA
y63cjy,14,I,L,IL,187,187
y63cjy,15,I,L,IL,NA,NA
y63cjy,16,I,L,IL,327,468
y63cjy,17,I,L,IL,276,276
y63cjy,18,I,L,IL,143,143
y63cjy,19,I,L,IL,278,278
y63cjy,20,I,L,IL,182,182
y63cjy,23,V,L,VL,NA,NA
y63cjy,24,V,L,VL,NA,NA
y63cjy,28,V,L,VL,168,168
y63cjy,29,V,L,VL,NA,NA
y63cjy,32,V,L,VL,NA,NA
y63cjy,34,V,L,VL,NA,NA
y63cjy,38,V,L,VL,NA,NA
y63cjy,39,V,L,VL,NA,NA
y63cjy,40,V,L,VL,NA,NA
y63cjy,42,I,H,IH,170,170
y63cjy,44,I,H,IH,418,418
y63cjy,47,I,H,IH,NA,NA
y63cjy,49,I,H,IH,NA,NA
y63cjy,51,I,H,IH,302,302
y63cjy,54,I,H,IH,707,707
y63cjy,56,I,H,IH,NA,NA
y63cjy,58,I,H,IH,173,173
y63cjy,59,I,H,IH,NA,NA
y63cjy,63,V,H,VH,155,155
y63cjy,65,V,H,VH,NA,NA
y63cjy,66,V,H,VH,278,278
y63cjy,67,V,H,VH,NA,NA
y63cjy,68,V,H,VH,NA,NA
y63cjy,70,V,H,VH,NA,NA
y63cjy,71,V,H,VH,162,162
y63cjy,72,V,H,VH,NA,NA
y63cjy,74,V,H,VH,NA,NA
y63cjy,75,V,H,VH,107,107
y63cjy,77,V,H,VH,302,302
y63cjy,78,V,H,VH,NA,NA
y63cjy,79,V,H,VH,NA,NA
y64nch,1,V,L,VL,NA,NA
y64nch,3,V,L,VL,NA,NA
y64nch,4,V,L,VL,NA,NA
y64nch,7,V,L,VL,NA,NA
y64nch,10,V,L,VL,NA,NA
y64nch,11,V,L,VL,220,220
y64nch,12,V,L,VL,278,278
y64nch,13,V,L,VL,NA,NA
y64nch,15,V,L,VL,181,181
y64nch,16,V,L,VL,NA,NA
y64nch,17,V,L,VL,NA,NA
y64nch,19,V,L,VL,NA,NA
y64nch,20,V,L,VL,NA,NA
y64nch,23,I,H,IH,NA,NA
y64nch,24,I,H,IH,NA,NA
y64nch,25,I,H,IH,325,325
y64nch,26,I,H,IH,NA,NA
y64nch,29,I,H,IH,NA,NA
y64nch,30,I,H,IH,283,283
y64nch,34,I,H,IH,NA,NA
y64nch,35,I,H,IH,NA,NA
y64nch,36,I,H,IH,280,280
y64nch,37,I,H,IH,368,368
y64nch,39,I,H,IH,282,472
y64nch,40,I,H,IH,NA,NA
y64nch,41,V,H,VH,NA,NA
y64nch,42,V,H,VH,NA,NA
y64nch,44,V,H,VH,NA,NA
y64nch,45,V,H,VH,NA,NA
y64nch,48,V,H,VH,NA,NA
y64nch,49,V,H,VH,232,232
y64nch,51,V,H,VH,NA,NA
y64nch,52,V,H,VH,NA,NA
y64nch,53,V,H,VH,NA,NA
y64nch,54,V,H,VH,NA,NA
y64nch,55,V,H,VH,NA,NA
y64nch,56,V,H,VH,NA,NA
y64nch,58,V,H,VH,NA,NA
y64nch,59,V,H,VH,NA,NA
y64nch,61,I,L,IL,298,298
